Gene ID;Gene Name or Symbol;Product Description;Variantome;Fraschka;ChIP on ChIP;Our ChIP seq;Likely Variant ;Final LC;Final Customized;Final HC
PF3D7_0626200;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0626300;FabB/FabF;3-oxoacyl-acyl-carrier protein synthase I/II;;;;;;;;
PF3D7_0626400;N/A;CRAL/TRIO domain-containing protein, putative;;;;;;;;
PF3D7_0626500;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0626600;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0626700;N/A;ATPase;;;;;;;;
PF3D7_0626800;PyrK;pyruvate kinase;;;;;;;;
PF3D7_0626840;N/A;small nucleolar RNA snoR35;;;;;;;;
PF3D7_0626900;N/A;mitochondrial ribosomal protein L46 precursor, putative;;;;;;;;
PF3D7_0627000;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0627100;N/A;ankyrin-repeat protein, putative;;;;;;;;
PF3D7_0627200;N/A;myosin light chain, putative;;;;;;;;
PF3D7_0627300;RNF5;E3 ubiquitin-protein ligase RNF5, putative;;;;;;;;
PF3D7_0627400;TIM22;mitochondrial import inner membrane translocase subunit TIM22, putative;;;;;;;;
PF3D7_0627500;DJ1;protein DJ-1;;;;;;;;
PF3D7_0627600;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0627700;N/A;transportin;;;;;;;;
PF3D7_0627800;ACS;acetyl-CoA synthetase, putative;;;;;;;;
PF3D7_0627900;POP4;ribonuclease P protein subunit p29, putative;;;;;;;;
PF3D7_0628000;PTPS;6-pyruvoyltetrahydropterin synthase;;;;;;;;
PF3D7_0628100;N/A;HECT-domain (ubiquitin-transferase), putative;;;;;;;;
PF3D7_0628200;PK4;eukaryotic translation initiation factor 2-alpha kinase;;;;;;;;
PF3D7_0628300;CEPT;choline/ethanolaminephosphotransferase, putative;;;;;;;;
PF3D7_0628400;N/A;protease, putative;;;;;;;;
PF3D7_0628500;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0628600;N/A;DNA methyltransferase 1-associated protein 1, putative;;;;;;;;
PF3D7_0628700;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0628800;GATB;glutamyl-tRNA(Gln) amidotransferase subunit B;;;;;;;;
PF3D7_0628900;N/A;RAP protein, putative;;;;;;;;
PF3D7_0629000;GNA1;glucosamine 6-phosphate N-acetyltransferase;;;;;;;;
PF3D7_0629100;NAPRT;nicotinate phosphoribosyltransferase, putative;;;;;;;;
PF3D7_0629200;N/A;DnaJ protein, putative;;;;;;;;
PF3D7_0629300;PL;phospholipase, putative;;;;;;;;
PF3D7_0629400;PABP3;polyadenylate-binding protein 3, putative;;;;;;;;
PF3D7_0629500;AAT1;amino acid transporter AAT1;;;;;;;;
PF3D7_0629600;N/A;RNA-binding protein, putative;;;;;;;;
PF3D7_0629700;SET1;SET domain protein, putative;;;;;;;;
PF3D7_0629800;N/A;cullin-like protein, putative;;;;;;;;
PF3D7_0629900;N/A;sec14-like cytosolic factor or phosphatidylinositol/phosphatidylcholine transfer protein, putative;;;;;;;;
PF3D7_0630000;N/A;CPW-WPC family protein;;;;;;;;
PF3D7_0630100;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0630200;PSOP6;secreted ookinete protein, putative;;;;;;;;
PF3D7_0630300;N/A;DNA polymerase epsilon catalytic subunit A, putative;;;;;;;;
PF3D7_0630400;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0630500;YTM1;ribosome biogenesis protein YTM1, putative;;;;;;;;
PF3D7_0630600;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_0630700;N/A;bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, putative;;;;;;;;
PF3D7_0630800;N/A;TPH domain-containing protein, putative;;;;;;;;
PF3D7_0630900;HAS1;ATP-dependent RNA helicase HAS1;;;;;;;;
PF3D7_0631000;N/A;tetratricopeptide repeat protein, putative;;;YES;;;YES;;
PF3D7_0631100;N/A;Plasmodium exported protein (PHISTb), unknown function;;;;;;;;
PF3D7_0631200;VAR;erythrocyte membrane protein 1 (PfEMP1), pseudogene;;YES - HC;YES;YES;YES;YES;YES;YES
PF3D7_0631300;EPF1;exported protein family 1;;;;;;;;
PF3D7_0631400;MC-2TM;Pfmc-2TM Maurer's cleft two transmembrane protein;;;YES;YES;YES;YES;YES;YES
PF3D7_0631500;EPF3;exported protein family 3;;;;YES;;YES;YES;
PF3D7_0631600;EPF4;exported protein family 4;;;;;;;;
PF3D7_0631700;N/A;rifin, pseudogene;;;;;YES;;YES;
PF3D7_0631800;RIF;rifin;;YES - HC;YES;YES;YES;YES;YES;YES
PF3D7_0631900;N/A;stevor;YES;YES - HC;YES;YES;;YES;YES;YES
PF3D7_0632000;RIF;rifin;;YES - HC;YES;YES;YES;YES;YES;YES
PF3D7_0632100;RIF;rifin;;;YES;YES;YES;YES;YES;YES
PF3D7_0632200;RIF;rifin;;YES - HC;YES;YES;YES;YES;YES;YES
PF3D7_0632300;RIF;rifin;;YES - HC;YES;YES;YES;YES;YES;YES
PF3D7_0632400;RIF;rifin;;YES - HC;YES;YES;YES;YES;YES;YES
PF3D7_0632500;VAR;erythrocyte membrane protein 1, PfEMP1;YES;YES - HC;YES;YES;;YES;YES;YES
PF3D7_0632600;RIF;rifin, pseudogene;YES;YES - HC;YES;YES;;YES;YES;YES
PF3D7_0632700;RIF;rifin;YES;YES - HC;YES;YES;;YES;YES;YES
PF3D7_0632800;VAR;erythrocyte membrane protein 1, PfEMP1;;YES - HC;YES;YES;YES;YES;YES;YES
PF3D7_0700100;VAR;erythrocyte membrane protein 1, PfEMP1;;YES - HC;;YES;YES;YES;YES;YES
PF3D7_0700200;RIF;rifin;YES;YES - HC;;YES;;YES;YES;YES
PF3D7_0700300;RIF;rifin;;YES - HC;YES;YES;YES;YES;YES;YES
PF3D7_0700400;N/A;stevor;;YES - HC;;YES;YES;YES;YES;YES
PF3D7_0700500;RIF;rifin;;YES - HC;YES;YES;YES;YES;YES;YES
PF3D7_0700600;N/A;Plasmodium exported protein, unknown function, pseudogene;;YES - HC;;YES;;YES;YES;YES
PF3D7_0700700;N/A;stevor, pseudogene;;YES - HC;;YES;YES;YES;YES;YES
PF3D7_0700800;MC-2TM;Pfmc-2TM Maurer's cleft two transmembrane protein;;YES - HC;;YES;YES;YES;YES;YES
PF3D7_0700900;EPF1;exported protein family 1, pseudogene;;YES - HC;;YES;;YES;YES;YES
PF3D7_0701000;N/A;erythrocyte membrane protein 1 (PfEMP1), pseudogene;;;;YES;YES;YES;YES;
PF3D7_0701100;RIF;rifin;;YES - HC;;YES;YES;YES;YES;YES
PF3D7_0701200;RIF;rifin, pseudogene;;YES - HC;;YES;YES;YES;YES;YES
PF3D7_0701300;RIF;rifin, pseudogene;;;;;YES;;YES;
PF3D7_0701400;EPF4;exported protein family 4, pseudogene;;;;YES;;YES;YES;
PF3D7_0701500;EPF3;exported protein family 3;;;;;;;;
PF3D7_0701600;MC-2TM;Pfmc-2TM Maurer's cleft two transmembrane protein;;YES - HC;YES;YES;YES;YES;YES;YES
PF3D7_0701700;EPF1;exported protein family 1;;;;YES;;YES;YES;
PF3D7_0701800;RIF;rifin;;YES - HC;YES;YES;YES;YES;YES;YES
PF3D7_0701900;N/A;Plasmodium exported protein, unknown function;YES;YES - HC;YES;YES;;YES;YES;YES
PF3D7_0702000;N/A;Plasmodium exported protein (hyp12), unknown function;YES;YES - LC;;YES;;YES;YES;YES
PF3D7_0702100;N/A;Plasmodium exported protein (PHISTb), unknown function, pseudogene;;;;YES;;YES;YES;
PF3D7_0702200;N/A;lysophospholipase, putative;;;;;;;;
PF3D7_0702300;STARP;sporozoite threonine and asparagine-rich protein;;;;;;;;
PF3D7_0702400;SEMP1;small exported membrane protein 1;;;;;;;;
PF3D7_0702500;N/A;Plasmodium exported protein, unknown function;;;;;;;;
PF3D7_0702600;N/A;chitinase precursor fragment, truncated;;;;;;;;
PF3D7_0702700;N/A;tRNA Alanine;;;;;;;;
PF3D7_0702800;N/A;tRNA Tyrosine;;;YES;;;YES;;
PF3D7_0702900;N/A;centrin, putative;;;;;;;;
PF3D7_0703000;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0703100;CIA2;cytosolic iron-sulfur assembly component 2, putative;;;;;;;;
PF3D7_0703200;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0703300;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0703400;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0703500;N/A;erythrocyte membrane-associated antigen;;;;;;;;
PF3D7_0703600;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_0703700;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_0703800;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0703900;N/A;conserved Plasmodium membrane protein, unknown function;;;;;;;;
PF3D7_0704000;N/A;conserved Plasmodium membrane protein, unknown function;;;;;;;;
PF3D7_0704100;N/A;conserved Plasmodium membrane protein, unknown function;;;;;;;;
PF3D7_0704200;N/A;tRNA m5C-methyltransferase, putative;;;;;;;;
PF3D7_0704300;N/A;conserved Plasmodium membrane protein, unknown function;;;;;;;;
PF3D7_0704400;N/A;phosphoinositide-binding protein, putative;;;;;;;;
PF3D7_0704500;N/A;serine/threonine protein kinase, putative;;;;;;;;
PF3D7_0704600;UT;E3 ubiquitin-protein ligase;;;;;;;;
PF3D7_0704700;PPAT;phosphopantetheine adenylyltransferase, putative;;;;;;;;
PF3D7_0704800;PPM12;protein phosphatase PPM12, putative;;;;;;;;
PF3D7_0704900;RF2;peptide chain release factor 2;;;;;;;;
PF3D7_0705000;N/A;mRNA cap guanine-N7 methyltransferase, putative;;;;;;;;
PF3D7_0705100;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0705200;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0705300;ORC2;origin recognition complex subunit 2;;;;;;;;
PF3D7_0705400;MCM7;DNA replication licensing factor MCM7;;;;;;;;
PF3D7_0705500;N/A;inositol-phosphate phosphatase, putative;;;;;;;;
PF3D7_0705600;N/A;RNA helicase, putative;;;;;;;;
PF3D7_0705700;N/A;40S ribosomal protein S29, putative;;;;;;;;
PF3D7_0705800;N/A;cysteine-rich secretory protein, putative;;;;;;;;
PF3D7_0705900;N/A;ATP synthase subunit C, putative;;;;;;;;
PF3D7_0706000;N/A;importin-7, putative;;;;;;;;
PF3D7_0706100;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0706200;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_0706300;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0706400;RPL37;60S ribosomal protein L37;;;;;;;;
PF3D7_0706500;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0706600;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0706700;MSH2-2;DNA mismatch repair protein MSH2, putative;;;;;;;;
PF3D7_0706800;N/A;tRNA Threonine;;;;;;;;
PF3D7_0706900;N/A;tRNA Histidine;YES;;;;;YES;;
PF3D7_0707000;N/A;tRNA Lysine;;;;;;;;
PF3D7_0707100;N/A;tRNA Lysine;;;;;;;;
PF3D7_0707200;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0707300;RAMA;rhoptry-associated membrane antigen;;;;;;;;
PF3D7_0707400;N/A;AAA family ATPase, putative;;;;;;;;
PF3D7_0707420;N/A;nucleolar RNA snoR36;;;;;;;;
PF3D7_0707500;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0707600;MED10;mediator of RNA polymerase II transcription subunit 10, putative;;;;;;;;
PF3D7_0707700;N/A;E3 ubiquitin-protein ligase, putative;;;;;;;;
PF3D7_0707800;N/A;RAP protein, putative;;;;;;;;
PF3D7_0707900;N/A;ribosomal protein S8e, putative;;;;;;;;
PF3D7_0708000;N/A;cytoskeleton associated protein, putative;;;;;;;;
PF3D7_0708100;RPB10;DNA-directed RNA polymerases I, II, and III subunit RPABC5, putative;;;;;;;;
PF3D7_0708200;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0708300;BUD32;EKC/KEOPS complex subunit BUD32;;;;;;;;
PF3D7_0708400;HSP90;heat shock protein 90;;;;;;;;
PF3D7_0708500;N/A;heat shock protein 86 family protein;;;;;;;;
PF3D7_0708600;IMC1d;inner membrane complex protein 1d, putative;;;;;;;;
PF3D7_0708700;N/A;Cg8 protein;;;;;;;;
PF3D7_0708800;HSP110c;heat shock protein 110;;;;;;;;
PF3D7_0708900;SCO1;protein SCO1, putative;;;;;;;;
PF3D7_0709000;CRT;chloroquine resistance transporter;;;;;;;;
PF3D7_0709050;N/A;small nucleolar RNA;;;;;;;;
PF3D7_0709100;N/A;Cg1 protein;;;;;;;;
PF3D7_0709200;GLP3;glutaredoxin-like protein;;;;;;;;
PF3D7_0709300;CG2;Cg2 protein;;;;;;;;
PF3D7_0709400;N/A;Cg7 protein;;;;;;;;
PF3D7_0709500;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0709600;POP1;ribonucleases P/MRP protein subunit POP1, putative;;;;;;;;
PF3D7_0709700;PARE;prodrug activation and resistance esterase;;;;;;;;
PF3D7_0709800;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_0709900;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_0710000;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0710100;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_0710200;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0710300;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_0710400;RAD14;DNA repair protein RAD14, putative;;;;;;;;
PF3D7_0710500;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_0710600;RPL34;60S ribosomal protein L34;;;;;;;;
PF3D7_0710700;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0710800;USE1;protein transport protein USE1, putative;;;;;;;;
PF3D7_0710900;RPL1;50S ribosomal protein L1, mitochondrial, putative;;;;;;;;
PF3D7_0711000;CDC48;AAA family ATPase, CDC48 subfamily;;;;;;;;
PF3D7_0711100;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_0711200;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0711300;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0711400;SAP18;histone deacetylase complex subunit SAP18, putative;;;;;;;;
PF3D7_0711500;N/A;regulator of chromosome condensation, putative;;;;;;;;
PF3D7_0711600;N/A;Plasmodium RNA of unknown function RUF6;;;;YES;;YES;YES;
PF3D7_0711700;VAR;erythrocyte membrane protein 1, PfEMP1;YES;YES - HC;YES;YES;;YES;YES;YES
PF3D7_0711800;N/A;Plasmodium RNA of unknown function RUF6;;;;YES;;YES;YES;
PF3D7_0711900;RIF;rifin, pseudogene;;YES - HC;YES;YES;YES;YES;YES;YES
PF3D7_0712000;VAR;erythrocyte membrane protein 1, PfEMP1;YES;YES - HC;YES;YES;;YES;YES;YES
PF3D7_0712100;N/A;Plasmodium RNA of unknown function RUF6;;;;YES;;YES;YES;
PF3D7_0712200;RIF;rifin, pseudogene;;YES - HC;YES;YES;YES;YES;YES;YES
PF3D7_0712300;VAR;erythrocyte membrane protein 1, PfEMP1;YES;YES - HC;YES;YES;;YES;YES;YES
PF3D7_0712400;VAR;erythrocyte membrane protein 1, PfEMP1;;YES - HC;YES;YES;YES;YES;YES;YES
PF3D7_0712500;RIF;rifin, pseudogene;;YES - HC;YES;YES;YES;YES;YES;YES
PF3D7_0712600;VAR;erythrocyte membrane protein 1, PfEMP1;;YES - HC;YES;YES;YES;YES;YES;YES
PF3D7_0712700;N/A;Plasmodium RNA of unknown function RUF6;;;;YES;;YES;YES;
PF3D7_0712800;VAR;erythrocyte membrane protein 1, PfEMP1;YES;YES - HC;YES;YES;;YES;YES;YES
PF3D7_0712900;VAR;erythrocyte membrane protein 1, PfEMP1;YES;YES - HC;YES;YES;;YES;YES;YES
PF3D7_0713000;RIF;rifin;;YES - HC;YES;YES;YES;YES;YES;YES
PF3D7_0713100;MC-2TM;Pfmc-2TM Maurer's cleft two transmembrane protein;YES;YES - HC;YES;YES;;YES;YES;YES
PF3D7_0713200;EPF1;exported protein family 1;;YES - HC;YES;YES;;YES;YES;YES
PF3D7_0713300;VAR;erythrocyte membrane protein 1 (PfEMP1), pseudogene;YES;YES - HC;YES;YES;;YES;YES;YES
PF3D7_0713400;SR25;GPCR-like receptor SR25;;;;;;;;
PF3D7_0713500;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0713600;N/A;mitochondrial ribosomal protein S5 precursor, putative;;;;;;;;
PF3D7_0713700;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0713800;NELFA;negative elongation factor A, putative;;;;;;;;
PF3D7_0713900;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0714000;H2B.Z;histone H2B variant;;;;;;;;
PF3D7_0714100;N/A;MAATS1 domain-containing protein, putative;;;;;;;;
PF3D7_0714200;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0714300;DHHC4;palmitoyltransferase DHHC4, putative;;;;;;;;
PF3D7_0714400;N/A;calmodulin, putative;;;;;;;;
PF3D7_0714500;N/A;transcription elongation factor s-II, putative;;;;;;;;
PF3D7_0714600;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_0714700;N/A;tRNA Asparagine;YES;;;;;YES;;
PF3D7_0714800;N/A;tRNA Leucine;;;;;;;;
PF3D7_0714900;N/A;tRNA Serine;;;;;;;;
PF3D7_0715000;PNPase;4-nitrophenylphosphatase;;;;;;;;
PF3D7_0715100;MYCBP;C-Myc-binding protein, putative;;;;;;;;
PF3D7_0715200;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0715300;N/A;calcium/calmodulin-dependent protein kinase, putative;;;;;;;;
PF3D7_0715400;PSOP20;secreted ookinete protein, putative;;;;;;;;
PF3D7_0715500;N/A;ATP synthase subunit epsilon, mitochondrial, putative;;;;;;;;
PF3D7_0715600;N/A;GTP-binding translation elongation factor tu family protein, putative;;;;;;;;
PF3D7_0715700;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_0715800;DMT1;drug/metabolite transporter DMT1, putative;;;;;;;;
PF3D7_0715900;CDF;cation diffusion facilitator family protein, putative;;;;;;;;
PF3D7_0716000;N/A;RNA-binding protein, putative;;;;;;;;
PF3D7_0716100;SDA1;protein SDA1, putative;;;;;;;;
PF3D7_0716200;N/A;PDCD2 domain-containing protein, putative;;;;;;;;
PF3D7_0716300;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_0716400;N/A;transcription initiation factor IIA subunit 1, putative;;;;;;;;
PF3D7_0716500;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0716600;SufS;cysteine desulfurase;;;;;;;;
PF3D7_0716700;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0716800;EIF3I;eukaryotic translation initiation factor 3 subunit I, putative;;;;;;;;
PF3D7_0716900;DMT2;drug/metabolite transporter DMT2;;;;;;;;
PF3D7_0717000;N/A;conserved Plasmodium membrane protein, unknown function;;;;;;;;
PF3D7_0717100;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0717200;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0717300;N/A;transcription initiation factor IIE subunit alpha, putative;;;;;;;;
PF3D7_0717400;N/A;queuine tRNA-ribosyltransferase, putative;;;;;;;;
PF3D7_0717500;CDPK4;calcium-dependent protein kinase 4;;;;;;;;
PF3D7_0717600;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0717700;N/A;serine--tRNA ligase, putative;;;;;;;;
PF3D7_0717800;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0717900;N/A;thioredoxin-like protein;;;;;;;;
PF3D7_0718000;N/A;dynein heavy chain, putative;;;;;;;;
PF3D7_0718100;EST;exported serine/threonine protein kinase;;;;;;;;
PF3D7_0718300;CRMP2;cysteine repeat modular protein 2;;;;;;;;
PF3D7_0718400;N/A;mitochondrial ribosomal protein S8 precursor, putative;;;;;;;;
PF3D7_0718500;N/A;prefoldin subunit 3, putative;;;;;;;;
PF3D7_0718600;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0718700;N/A;conserved Plasmodium membrane protein, unknown function;;;;;;;;
PF3D7_0718800;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_0718900;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0719000;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_0719100;N/A;ATP synthase F0 subunit a-like protein, putative;;;;;;;;
PF3D7_0719200;NEK4;NIMA related kinase 4;;;;;;;;
PF3D7_0719300;ARP6;actin-related protein, putative;;;;;;;;
PF3D7_0719400;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0719500;CDC50A;LEM3/CDC50 family protein, putative;;;;;;;;
PF3D7_0719600;N/A;60S ribosomal protein L11a, putative;;;;;;;;
PF3D7_0719700;RPS10;40S ribosomal protein S10, putative;;;;;;;;
PF3D7_0719800;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_0719900;N/A;conserved Plasmodium membrane protein, unknown function;;;;;;;;
PF3D7_0720000;CSL4;exosome complex component CSL4, putative;;;;;;;;
PF3D7_0720100;ESF2;pre-rRNA-processing protein ESF2, putative;;;;;;;;
PF3D7_0720200;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_0720300;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0720400;AIF;apoptosis-inducing factor, putative;;;;;;;;
PF3D7_0720500;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0720600;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_0720700;N/A;phosphoinositide-binding protein, putative;;;;;;;;
PF3D7_0720800;N/A;Ham1-like protein, putative;;;;;;;;
PF3D7_0720900;N/A;tetratricopeptide repeat protein, putative;;;;;;;;
PF3D7_0721000;N/A;conserved Plasmodium membrane protein, unknown function;;;;;;;;
PF3D7_0721100;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_0721200;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0721300;DBP7;ATP-dependent RNA helicase DBP7, putative;;;;;;;;
PF3D7_0721400;N/A;rhoptry protein, putative;;;;;;;;
PF3D7_0721500;N/A;conserved Plasmodium membrane protein, unknown function;;;;;;;;
PF3D7_0721600;N/A;40S ribosomal protein S5, putative;;;;;;;;
PF3D7_0721700;PSOP1;secreted ookinete protein, putative;;;;;;;;
PF3D7_0721800;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0721900;N/A;V-type ATPase V0 subunit e, putative;;;;;;;;
PF3D7_0722000;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0722100;N/A;protein pelota homolog, putative;;;;;;;;
PF3D7_0722200;RALP1;rhoptry-associated leucine zipper-like protein 1;;YES - LC;;;;YES;;
PF3D7_0722300;N/A;ubiquitin carboxyl-terminal hydrolase, putative;;;;;;;;
PF3D7_0722400;OLA1;Obg-like ATPase 1, putative;;;;;;;;
PF3D7_0722500;CWC15;pre-mRNA-splicing factor CWC15, putative;;;;;;;;
PF3D7_0722600;UTP7;U3 small nucleolar RNA-associated protein 7, putative;;;;;;;;
PF3D7_0722700;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_0722800;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_0722900;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_0723000;N/A;tRNAHis guanylyltransferase, putative;;;;;;;;
PF3D7_0723100;CPH1;protein CPH1, putative;;;;;;;;
PF3D7_0723200;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0723300;N/A;conserved protein, unknown function;;;;;;;;
PF3D7_0723400;N/A;conserved Plasmodium protein, unknown function;;;;;;;;
PF3D7_0723500;N/A;dynactin subunit 5, putative;;;;;;;;
PF3D7_0723600;N/A;proteasome assembly chaperone 4, putative;;;;;;;;
PF3D7_0723700;N/A;metallo-hydrolase/oxidoreductase, putative;;;;;;;;
